OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO44473,44473001,1,2171.29,3578.27,29/09/2017,09/10/2017,10,Robert Clark,Ballard,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44474,44474001,1,413.15,699.1,29/09/2017,03/10/2017,4,Nicolas Rai,Concord,California,United States,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO44475,44475001,1,1912.15,3399.99,29/09/2017,05/10/2017,6,Abby Sai,Cranbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44476,44476001,1,2171.29,3578.27,29/09/2017,04/10/2017,5,Lacey Xu,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44477,44477001,1,2171.29,3578.27,29/09/2017,07/10/2017,8,Shane Schmidt,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44478,44478001,1,2171.29,3578.27,29/09/2017,03/10/2017,4,Caroline Griffin,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44479,44479001,1,1898.09,3374.99,30/09/2017,06/10/2017,6,Ebony Chandra,Bottrop,Nordrhein-Westfalen,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44480,44480001,1,1898.09,3374.99,30/09/2017,07/10/2017,7,Brandon Johnson,Woodland Hills,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44571,44571001,1,1912.15,3399.99,01/10/2017,05/10/2017,4,Lindsey Yuan,Hamburg,Hessen,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO44572,44572001,1,2171.29,3578.27,01/10/2017,07/10/2017,6,Ashlee Sharma,Beaverton,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44573,44573001,1,1912.15,3399.99,01/10/2017,08/10/2017,7,Kyle Long,El Cajon,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO44574,44574001,1,1898.09,3374.99,01/10/2017,10/10/2017,9,Bianca Lin,St. Leonards,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44575,44575001,1,1912.15,3399.99,01/10/2017,11/10/2017,10,Curtis Yang,Darlinghurst,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44576,44576001,1,2171.29,3578.27,01/10/2017,08/10/2017,7,Justin Anderson,Beaverton,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44577,44577001,1,2171.29,3578.27,02/10/2017,07/10/2017,5,Devin Williams,Corvallis,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44578,44578001,1,2171.29,3578.27,02/10/2017,06/10/2017,4,Grace Williams,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44579,44579001,1,2171.29,3578.27,02/10/2017,12/10/2017,10,Isaiah Murphy,La Jolla,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44580,44580001,1,2171.29,3578.27,03/10/2017,10/10/2017,7,Kelli Lu,Essen,Hamburg,Germany,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44581,44581001,1,1898.09,3374.99,03/10/2017,07/10/2017,4,Kari Alvarez,Port Macquarie,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44582,44582001,1,1912.15,3399.99,03/10/2017,11/10/2017,8,Larry Townsend,Perth,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44583,44583001,1,2171.29,3578.27,03/10/2017,10/10/2017,7,Katie Lal,Silverwater,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44584,44584001,1,2171.29,3578.27,04/10/2017,13/10/2017,9,Gabrielle Russell,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44585,44585001,1,2171.29,3578.27,04/10/2017,09/10/2017,5,Seth Howard,Lake Oswego,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44586,44586001,1,2171.29,3578.27,04/10/2017,06/10/2017,2,Juan Cooper,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44587,44587001,1,2171.29,3578.27,04/10/2017,12/10/2017,8,Edward Collins,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44588,44588001,1,413.15,699.1,04/10/2017,06/10/2017,2,Mariah Simmons,Vancouver,British Columbia,Canada,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44589,44589001,1,1912.15,3399.99,04/10/2017,14/10/2017,10,Edgar Sara,Gold Coast,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44590,44590001,1,2171.29,3578.27,05/10/2017,09/10/2017,4,Carl Raje,Frankfurt am Main,Hamburg,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44591,44591001,1,413.15,699.1,05/10/2017,07/10/2017,2,Cara Sun,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO44592,44592001,1,2171.29,3578.27,05/10/2017,14/10/2017,9,Robert Campbell,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44593,44593001,1,2171.29,3578.27,05/10/2017,12/10/2017,7,Martin Fernandez,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44594,44594001,1,2171.29,3578.27,05/10/2017,10/10/2017,5,Jeremiah Hall,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44595,44595001,1,1912.15,3399.99,05/10/2017,15/10/2017,10,Ross Jordan,Warrnambool,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44596,44596001,1,2171.29,3578.27,05/10/2017,12/10/2017,7,Eduardo Harris,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44597,44597001,1,2171.29,3578.27,06/10/2017,12/10/2017,6,Kaylee Morris,Lille,Nord,France,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44598,44598001,1,1898.09,3374.99,06/10/2017,15/10/2017,9,Marvin Browning,Paderborn,Hamburg,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44599,44599001,1,2171.29,3578.27,06/10/2017,08/10/2017,2,Henry Stone,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44600,44600001,1,2171.29,3578.27,06/10/2017,12/10/2017,6,Cesar Sai,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44601,44601001,1,1912.15,3399.99,06/10/2017,14/10/2017,8,April Deng,Matraville,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44602,44602001,1,2171.29,3578.27,07/10/2017,10/10/2017,3,Curtis Zimmerman,Bury,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44603,44603001,1,413.15,699.1,07/10/2017,12/10/2017,5,Joe Serrano,London,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44604,44604001,1,413.15,699.1,07/10/2017,11/10/2017,4,Alejandro Nara,Frankfurt am Main,Saarland,Germany,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO44605,44605001,1,2171.29,3578.27,07/10/2017,09/10/2017,2,Blake Johnson,Los Angeles,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44606,44606001,1,2171.29,3578.27,07/10/2017,11/10/2017,4,Eric Hughes,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44607,44607001,1,2171.29,3578.27,07/10/2017,10/10/2017,3,Latasha Rowe,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44608,44608001,1,2171.29,3578.27,07/10/2017,16/10/2017,9,Alfredo Gomez,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44609,44609001,1,2171.29,3578.27,07/10/2017,10/10/2017,3,Brent Huang,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44610,44610001,1,2171.29,3578.27,07/10/2017,16/10/2017,9,Tony Sharma,Springwood,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44611,44611001,1,2171.29,3578.27,08/10/2017,15/10/2017,7,Roger Huang,Braunschweig,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44612,44612001,1,2171.29,3578.27,08/10/2017,12/10/2017,4,Angel Mitchell,West Covina,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44613,44613001,1,2171.29,3578.27,08/10/2017,12/10/2017,4,Courtney Phillips,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44614,44614001,1,2171.29,3578.27,08/10/2017,17/10/2017,9,Jessica Clark,Novato,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44615,44615001,1,2171.29,3578.27,08/10/2017,12/10/2017,4,Miguel Nelson,Salem,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44616,44616001,1,2171.29,3578.27,08/10/2017,14/10/2017,6,Devin Smith,Tacoma,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44617,44617001,1,2171.29,3578.27,08/10/2017,17/10/2017,9,Kelvin Zhu,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44618,44618001,1,2171.29,3578.27,08/10/2017,11/10/2017,3,Lindsey Raji,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44619,44619001,1,2171.29,3578.27,09/10/2017,11/10/2017,2,Julie Shan,Saarbrücken,Saarland,Germany,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44620,44620001,1,2171.29,3578.27,09/10/2017,15/10/2017,6,Tiffany Cai,Rockhampton,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44621,44621001,1,2171.29,3578.27,09/10/2017,18/10/2017,9,Danny Alonso,Hawthorne,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44622,44622001,1,2171.29,3578.27,09/10/2017,12/10/2017,3,Victor Moreno,Hamburg,Hamburg,Germany,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44623,44623001,1,2171.29,3578.27,10/10/2017,16/10/2017,6,Nichole Nara,Saint-Denis,Seine Saint Denis,France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44624,44624001,1,413.15,699.1,10/10/2017,17/10/2017,7,Ryan Flores,Ingolstadt,Bayern,Germany,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44625,44625001,1,2171.29,3578.27,10/10/2017,14/10/2017,4,Jasmine Bailey,Lakewood,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44626,44626001,1,2171.29,3578.27,10/10/2017,19/10/2017,9,Autumn Lin,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44627,44627001,1,1898.09,3374.99,10/10/2017,16/10/2017,6,Ruben Kapoor,South Melbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44628,44628001,1,1898.09,3374.99,10/10/2017,18/10/2017,8,Terrence Carson,Lavender Bay,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44629,44629001,1,2171.29,3578.27,10/10/2017,17/10/2017,7,Ann Chandra,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44630,44630001,1,2171.29,3578.27,11/10/2017,16/10/2017,5,Abigail Gonzales,San Carlos,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44631,44631001,1,2171.29,3578.27,11/10/2017,18/10/2017,7,Cynthia Madan,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44632,44632001,1,2171.29,3578.27,11/10/2017,19/10/2017,8,Ivan Rana,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44633,44633001,1,2171.29,3578.27,11/10/2017,16/10/2017,5,Louis Kumar,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44634,44634001,1,2171.29,3578.27,11/10/2017,18/10/2017,7,Sheena Raji,Cloverdale,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44635,44635001,1,2171.29,3578.27,11/10/2017,19/10/2017,8,Thomas Powell,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44636,44636001,1,2171.29,3578.27,12/10/2017,17/10/2017,5,Riley Wood,Kirkby,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44637,44637001,1,2171.29,3578.27,12/10/2017,19/10/2017,7,Martha Chow,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44638,44638001,1,2171.29,3578.27,12/10/2017,15/10/2017,3,Lauren Brown,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44639,44639001,1,413.15,699.1,12/10/2017,21/10/2017,9,Aaron Flores,Edmonds,Washington,United States,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO44640,44640001,1,2171.29,3578.27,12/10/2017,21/10/2017,9,Terrence Raje,Springwood,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44641,44641001,1,2171.29,3578.27,12/10/2017,15/10/2017,3,Rachel Griffin,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44642,44642001,1,413.15,699.1,12/10/2017,19/10/2017,7,Dennis Zheng,East Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO44643,44643001,1,2171.29,3578.27,13/10/2017,15/10/2017,2,Theresa Alvarez,Saint Ouen,Charente-Maritime,France,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44644,44644001,1,2171.29,3578.27,13/10/2017,18/10/2017,5,Mathew Suarez,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44645,44645001,1,1912.15,3399.99,13/10/2017,17/10/2017,4,Jessie Jimenez,Oxford,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44646,44646001,1,1912.15,3399.99,13/10/2017,22/10/2017,9,Laura Chen,Salzgitter,Hessen,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44647,44647001,1,2171.29,3578.27,13/10/2017,17/10/2017,4,Sebastian James,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44648,44648001,1,1912.15,3399.99,13/10/2017,20/10/2017,7,Naomi Serrano,Burbank,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44649,44649001,1,1912.15,3399.99,13/10/2017,18/10/2017,5,Hannah Robinson,Redwood City,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44650,44650001,1,1898.09,3374.99,13/10/2017,16/10/2017,3,Ernest Wu,Warrnambool,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44651,44651001,1,2171.29,3578.27,14/10/2017,18/10/2017,4,Naomi Dominguez,Birmingham,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44652,44652001,1,1898.09,3374.99,14/10/2017,17/10/2017,3,Emma Miller,Villeneuve-d'Ascq,Nord,France,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44653,44653001,1,413.15,699.1,14/10/2017,23/10/2017,9,Jerome Martin,Oxon,England,United Kingdom,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO44654,44654001,1,2171.29,3578.27,14/10/2017,19/10/2017,5,Brianna Bailey,National City,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44655,44655001,1,1912.15,3399.99,14/10/2017,22/10/2017,8,Candace Fernandez,Matraville,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44656,44656001,1,2171.29,3578.27,14/10/2017,17/10/2017,3,Heather Yang,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44657,44657001,1,1898.09,3374.99,14/10/2017,24/10/2017,10,Beth Jiménez,Sydney,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44658,44658001,1,2171.29,3578.27,14/10/2017,22/10/2017,8,Karla Xie,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44659,44659001,1,2171.29,3578.27,14/10/2017,17/10/2017,3,Latoya Nara,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44660,44660001,1,2171.29,3578.27,15/10/2017,25/10/2017,10,Morgan Anderson,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44661,44661001,1,413.15,699.1,15/10/2017,20/10/2017,5,Jeremiah Howard,Downey,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44662,44662001,1,1898.09,3374.99,15/10/2017,20/10/2017,5,Melinda Gill,Sydney,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44663,44663001,1,2171.29,3578.27,15/10/2017,25/10/2017,10,Marc Ramos,St. Leonards,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44664,44664001,1,2171.29,3578.27,15/10/2017,25/10/2017,10,Carolyn Suarez,St. Leonards,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44665,44665001,1,413.15,699.1,15/10/2017,24/10/2017,9,Fernando Nelson,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO44666,44666001,1,2171.29,3578.27,16/10/2017,24/10/2017,8,Mohamed Pal,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44667,44667001,1,2171.29,3578.27,16/10/2017,19/10/2017,3,Jesse Allen,Newport Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44668,44668001,1,2171.29,3578.27,16/10/2017,19/10/2017,3,Kristen Liu,Barstow,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44669,44669001,1,1898.09,3374.99,16/10/2017,21/10/2017,5,Brianna Brooks,San Diego,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44670,44670001,1,2171.29,3578.27,16/10/2017,19/10/2017,3,Misty Goel,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44671,44671001,1,2171.29,3578.27,16/10/2017,22/10/2017,6,Preston Chapman,South Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44672,44672001,1,2171.29,3578.27,16/10/2017,22/10/2017,6,Phillip Gonzalez,Silverwater,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44673,44673001,1,2171.29,3578.27,17/10/2017,26/10/2017,9,Nina Deng,Münster,Saarland,Germany,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44674,44674001,1,2171.29,3578.27,17/10/2017,27/10/2017,10,Levi Gonzalez,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44675,44675001,1,413.15,699.1,17/10/2017,26/10/2017,9,Kristine Navarro,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44676,44676001,1,2171.29,3578.27,17/10/2017,23/10/2017,6,Cedric Xu,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44677,44677001,1,2171.29,3578.27,18/10/2017,27/10/2017,9,Xavier Martin,Haney,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44678,44678001,1,2171.29,3578.27,18/10/2017,25/10/2017,7,Jackson Henderson,Haney,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44679,44679001,1,1912.15,3399.99,18/10/2017,24/10/2017,6,Jessie Liu,Warrnambool,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44680,44680001,1,2171.29,3578.27,19/10/2017,27/10/2017,8,Francisco Sara,Les Ulis,Essonne,France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44681,44681001,1,413.15,699.1,19/10/2017,28/10/2017,9,Francisco Mehta,Saint Ouen,Somme,France,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44682,44682001,1,2171.29,3578.27,19/10/2017,24/10/2017,5,Alexandra Wood,Oakland,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44683,44683001,1,2171.29,3578.27,19/10/2017,21/10/2017,2,Amber Nelson,Glendale,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44684,44684001,1,2171.29,3578.27,19/10/2017,25/10/2017,6,Xavier Gray,Spring Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44685,44685001,1,2171.29,3578.27,19/10/2017,21/10/2017,2,Alison Chander,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44686,44686001,1,2171.29,3578.27,20/10/2017,23/10/2017,3,Eugene Liu,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44687,44687001,1,413.15,699.1,20/10/2017,28/10/2017,8,Kelli Gao,Oxford,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44688,44688001,1,2171.29,3578.27,20/10/2017,22/10/2017,2,Lindsay Chande,East Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44689,44689001,1,2171.29,3578.27,20/10/2017,28/10/2017,8,Wendy Torres,Hawthorne,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44690,44690001,1,1912.15,3399.99,20/10/2017,30/10/2017,10,Meredith Gutierrez,Geelong,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44691,44691001,1,1912.15,3399.99,21/10/2017,31/10/2017,10,Bradley Luo,Metz,Moselle,France,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44692,44692001,1,2171.29,3578.27,21/10/2017,23/10/2017,2,Julia Gonzales,Marysville,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44693,44693001,1,2171.29,3578.27,21/10/2017,28/10/2017,7,Alex Bailey,Burbank,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44694,44694001,1,2171.29,3578.27,21/10/2017,28/10/2017,7,Paige Brooks,Haney,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44695,44695001,1,1912.15,3399.99,21/10/2017,25/10/2017,4,John Smith,Port Hammond,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44696,44696001,1,2171.29,3578.27,21/10/2017,25/10/2017,4,Larry Martin,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44697,44697001,1,2171.29,3578.27,22/10/2017,29/10/2017,7,Felicia Gomez,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44698,44698001,1,413.15,699.1,22/10/2017,28/10/2017,6,Kevin Perez,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO44699,44699001,1,2171.29,3578.27,23/10/2017,25/10/2017,2,Katherine Gonzalez,Shawnee,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44700,44700001,1,2171.29,3578.27,23/10/2017,29/10/2017,6,Brianna Foster,Everett,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44701,44701001,1,413.15,699.1,23/10/2017,31/10/2017,8,Kelly Powell,Lake Oswego,Oregon,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44702,44702001,1,2171.29,3578.27,23/10/2017,27/10/2017,4,Jodi Sharma,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44703,44703001,1,2171.29,3578.27,24/10/2017,28/10/2017,4,Adriana Gonzalez,Colomiers,Garonne (Haute),France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
